ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000950170-24-067929	2631273	Common Stock				2688384.0				I		See footnote	F3
0000939057-24-000159	2655716	Common Stock				1303.0				I			
0000939057-24-000159	2655715	Common Stock				101.0				D			
0000939057-24-000159	2655714	Common Stock				1000.0	F1			D		By ESOP	
0001471265-24-000082	2427058	Northwest Bancshares, Inc. Common Stock				13692.13				I		IRA	
0001471265-24-000082	2427059	Northwest Bancshares, Inc, Common Stock				6149.19	F1			I		401-K	
0001062993-24-011631	2424470	Common Stock				93119.0				I		By spouse	
0001617242-24-000038	2769514	Common Stock				11021.0	F6			I		By ESOP	
0001617242-24-000038	2769516	Common Stock				100.0				I		By Spouse	
0001617242-24-000038	2769515	Common Stock				2850.0	F6			I		By 401(k)	
0001074902-24-000085	2706191	LCNB Corp. Common Stock				3500.0				I			
0001074902-24-000085	2706190	LCNB Corp. Common Stock				28157.0				D		by ESOP	
0001617242-24-000036	2660483	Common Stock				8604.0	F6			I		By 401(k)	
0001617242-24-000036	2660482	Common Stock				25026.0	F6			I		By ESOP	
0000950170-24-067886	2780607	Common Stock				3208.0				I		401 (k) Plan	F2
0000058492-24-000387	2588496	Common Stock				18598.26				I		By Trent Living Trust	
0000058492-24-000387	2588495	Common Stock				5505.27				I		Held In Trust Under Issuer's Retirement Plan	
0001437749-24-019013	2450088	Common Stock				1475.49	F1			D			
0001104659-24-067721	2469284	Common Stock				39796.0	F2			I		By Trust	
0001104659-24-067717	2512330	Common Stock				3446136.0				I		See Footnote	F2
0001104659-24-067717	2512332	Common Stock				8946.0				I		See Footnote	F4
0001104659-24-067717	2512333	Common Stock				404499.0				I		See Footnote	F5
0001104659-24-067717	2512331	Common Stock				14091.0				I		See Footnote	F3
0000058492-24-000384	2331013	Common Stock				824.29				I		Held in Trust Under Issuer's Retirement Plan	
0000058492-24-000384	2331012	Common Stock				1000.0				I		By Spouse's IRA	
0001104659-24-067712	2734447	Common Stock				40000.0				I		By 401(k)	
0001104659-24-067712	2734446	Common Stock				1191656.0				I		By Trust	
0001104659-24-067710	2389174	Common Stock				72783.91	F2			I		By Trust	
0001104659-24-067710	2389175	Common Stock				27087.31				I		By 401(k)	
0000058492-24-000381	2709701	Common Stock				1272.94				I		By Spouse	
0000058492-24-000381	2709700	Common Stock				29.72				I		Held In Trust Under Issuer's Retirement Plan	
0000058492-24-000381	2709702	Common Stock				23.13				I		Held In Trust Under Issuer's Retirement Plan By Spouse	
0000058492-24-000380	2399727	Common Stock				27251.58				I		Held In Trust Under Issuer's Retirement Plan	
0001127602-24-017260	2754014	Common Stock				3000.0				I		Family Trust (KFT)	
0001127602-24-017260	2754015	Common Stock				3000.0				I		Family Trust (KRT)	
0001127602-24-017260	2754013	Common Stock				3000.0				I		Family Trust (CT)	
0000080420-24-000042	2342752	Common Stock				675.0	F1			D			
0001127602-24-017258	2325430	Common Stock				170000.0				I		Family Trust	
0000950170-24-067851	2522620	Common Stock				31298.0				I		See Footnote	F3
0000950170-24-067851	2522621	Common Stock				28950.0				I		See Footnote	F4
0001628280-24-026260	2412773	Common Stock				5508.0	F2			I		By IRA	
0001628280-24-026260	2412774	Common Stock				840.0	F3			I		By Roth	
0001628280-24-026259	2359817	Common Stock				510.0	F2			I		By IRA	
0000754811-24-000012	2711893	Class A Common Stock				32862.0				I		IRA	
0000754811-24-000012	2711894	Class A Common Stock				221656.77				I		401(k)	
0000950170-24-067833	2671030	Diodes Incorporated Common Stock				100.0				I		Robert and Yvette Feiger Revocable Trust	
0001415889-24-015133	2593337	Common Stock				11469894.0				I		By Bahram Akradi Revocable Trust U/A dated February 7, 2006	
0001415889-24-015133	2593336	Common Stock				900155.0				I		By Bahram Akradi 2018 GST Family Trust	
0001415889-24-015133	2593335	Common Stock				34411.0				I		By Bahram Akradi 2012 GST Family Trust	
0000950170-24-067825	2405798	Diodes Incorporated Common Stock - Performance Stock Units				52000.0				D			
0001628280-24-026251	2574905	Common Stock				96.0				I		Owned Jointly with mother	
0001628280-24-026250	2375197	Common Stock				17578.0				I		By Defined Benefit Retirement Account	
0001628280-24-026250	2375196	Common Stock				10000.0				I		By IRA	
0001628280-24-026249	2529724	Common Stock				50266.0	F3			I		By Trust	
0001628280-24-026244	2481193	Common Stock				170692.0				I		By Trust II	
0001628280-24-026244	2481191	Common Stock				7603.0				I		By Partnership	
0001628280-24-026244	2481190	Common Stock				5929.0				I		By Spouse	
0001628280-24-026244	2481189	Common Stock				131552.0				I		By IRA	
0001628280-24-026244	2481195	Common Stock				75333.0				I		By Trust III	
0001628280-24-026244	2481192	Common Stock				388306.0				I		By Trust I	
0001628280-24-026244	2481194	Common Stock				53749.0				I		By Trust IV	
0001628280-24-026241	2616130	Common Stock				350.0				I		By Child	
0001628280-24-026240	2663784	Common Stock				17465.0				I		By Trustee for BMF Trust	
0001628280-24-026240	2663785	Common Stock				2619.0				I		By Custodian for KPM	
0001628280-24-026240	2663783	Common Stock				15137.0				I		By Trustee for EFD IR Trust	
0001628280-24-026239	2565557	Common Stock				9704.0	F2			I		By IRA	
0001628280-24-026239	2565558	Common Stock				5558.0	F2			I		By Spouse's IRA	
0001628280-24-026235	2525795	Common Stock				19103.0				I		By Trust	
0001628280-24-026230	2481116	Common Stock				7950.0	F3			I		By Roth IRA	
0001493152-24-022342	2314114	Class A Common Stock				1650.0				I			
0001493152-24-022342	2314113	Class A Common Stock				89756.0	F1			D		By spouse	
0001628280-24-026221	2554865	Common Stock				10000.0				I		By Sigal Family Investments, LLC	F1
0001628280-24-026219	2339779	Common Stock				179930.0				I		See footnote	F4
0001628280-24-026219	2339778	Common Stock				33629.0				I		See footnote	F3
0001628280-24-026219	2339776	Common Stock				1750000.0				I		See footnote	F1
0001628280-24-026219	2339777	Common Stock				1750000.0				I		See footnote	F2
0001628280-24-026213	2707219	Common Stock				33893.0				I		See footnote	F3
0001628280-24-026213	2707217	Common Stock				5626008.0				I		See footnote	F1
0001628280-24-026213	2707218	Common Stock				7290655.0				I		See footnote	F2
0001628280-24-026207	2782791	Common Stock				495890.0				I		See footnote	F1
0001437749-24-018979	2494935	Common Stock				8.0	F2, F1			I		Horizon Kinetics Asset Management LLC	
0001628280-24-026190	2539036	Common Stock				0.0				D			
0001127602-24-017235	2399281	Class A Common Stock				4067.0				I		As Trustee - DQ 2008 Trust	F3
0001127602-24-017235	2399282	Class A Common Stock				4067.0				I		As Trustee - HVQ 2003 Trust	F4
0001127602-24-017235	2399283	Class A Common Stock				4067.0				I		As Trustee - MAQ 2001 Trust	F5
0000950170-24-067755	2417695	Class V common stock				41193024.0	F4			I		By BT Assets, Inc.	F5
0000950170-24-067714	2677482	Common Shares				203883.0				D		By IRA (Merrill-Lynch)	
0000950170-24-067714	2677484	Common Shares				1630.0	F1			I			
0000950170-24-067714	2677483	Common Shares				2000.0				I		By IRA (Vanguard)	
0001505732-24-000108	2767459	Common Stock				103197.0				I		By LSBK06-08, L.L.C.	
0001505732-24-000108	2767466	Common Stock				800.0				D	F4		
0001505732-24-000108	2767465	Common Stock				1200.0				D	F3		
0001505732-24-000108	2767464	Common Stock				1600.0				D	F2		
0001505732-24-000108	2767456	Common Stock				175761.0				I		By Seidman and Associates, L.L.C.	
0001505732-24-000108	2767457	Common Stock				126297.0				I		By Seidman Investment Partnership, L.P.	
0001505732-24-000108	2767458	Common Stock				166689.0				I		By Seidman Investment Partnership II, L.P.	
0001505732-24-000108	2767467	Common Stock				500.0				D	F5		
0001505732-24-000108	2767460	Common Stock				125308.0				I		By Broad Park Investors, L.L.C.	
0001505732-24-000108	2767461	Common Stock				19272.0				I		By Chewy Gooey Cookies, L.P.	
0001505732-24-000108	2767462	Common Stock				591.0				I		Deferred Compensation Plan	
0001505732-24-000108	2767463	Common Stock				834.0				D	F1		
0001327749-24-000048	2556869	Class A Common Stock	F1			989.0				I			
0001327749-24-000048	2556868	Class A Common Stock	F1			837.0				D		401(k) Plan	
0000915389-24-000176	2439486	Common Stock				100.0	F1			D			
0001104659-24-067529	2624701	Common Stock				2000847.0				I		See footnote	F2
0001327749-24-000046	2601997	Class A Common Stock				2006.0				D			
0000886346-24-000114	2753302	Common Stock				3.0				I		By Son	
0000950170-24-067663	2518747	Swedish Depository Receipts (SDRs)				1000.0				D			
0001493152-24-022294	2513223	Common Stock				3632.0				I		By spouse	
0000950170-24-067621	2712869	Class A Common Stock				606250.0				I		By Duddell Street Holdings Ltd	F2
0000950170-24-067621	2712872	Class A Common Stock				7002387.0				I		By Star V Partners LLC	F4, F6
0000950170-24-067621	2712871	Class A Common Stock				17854774.0				I		By Blackwell Partners LLC - Series A	F5, F4
0000950170-24-067621	2712870	Class A Common Stock				3450320.0				I		By Maso Capital Investments Limited	F3, F4
0001214659-24-010393	2681675	Common Stock				1879603.0				I		By Reporting Person's Trust	
0001214659-24-010393	2681676	Common Stock				496780.0				I		By Family Limited Partnership	F2
0001214659-24-010393	2681677	Common Stock				41819.0				I		By Trustee of Profit Sharing Plan	
0001214659-24-010393	2681674	Common Stock				804606.0				I		By Reporting Person's LLC	
0001214659-24-010392	2580542	Common Stock				57940.0				I		By Reporting Person's 2023-A LLC	
0001214659-24-010392	2580541	Common Stock				279504.0				I		By Spouse of Reporting Person's Trust	
0001214659-24-010392	2580540	Common Stock				280173.0				I		By Reporting Person's 2012 Trust	
0001214659-24-010392	2580546	Common Stock				123442.0				I		By Trustee of Profit Sharing Plan	
0001214659-24-010392	2580543	Common Stock				331685.0				I		By Reporting Person's 2022 LLC	
0001214659-24-010392	2580545	Common Stock				234148.0				I		By Reporting Person's 2021 LLC	
0001214659-24-010392	2580544	Common Stock				85584.0				I		By Reporting Person's 2022-A LLC	
0000950170-24-067611	2454343	Class A Common Stock				214897.0				I		See Footnote	F3
0000950170-24-067611	2454342	Class A Common Stock				1466.0				I		See Footnote	F2
0000950170-24-067610	2649520	Class A Common Stock				80697.0				I		By Sweeney Trust dated March 27, 2003	F2
0000950170-24-067609	2333670	Class A Common Stock				2786321.0				I		See Footnote	F2
0000950170-24-067605	2325069	Class A Common Stock				2250000.0				I		XC FiscalNote-B, LLC	F3
0000950170-24-067605	2325071	Class A Common Stock				318584.0				I		XC FiscalNote-C, LLC	F3
0000950170-24-067605	2325072	Class A Common Stock				4752782.0				I		XC Continuation Fund I, LLC	F3
0000950170-24-067605	2325070	Class A Common Stock				301585.0				I		Xplorer Capital Fund III GP, LLC	F2
0000950170-24-067605	2325068	Class A Common Stock				2123156.0				I		Xplorer Capital Fund III L.P.	F2
0001140361-24-028427	2549576	Common Stock				104414.0				D			
0001140361-24-028425	2656551	Common Stock				739.0				D			
0000950170-24-067584	2325863	Class A Ordinary Shares				3533191.0	F1			I		Held by CIIG Management III LLC	F2
0000950170-24-067583	2653560	Class A Ordinary Shares				3533191.0	F1			D			
0001213900-24-048656	2651528	Common Stock				3732.0				I		See footnote	F4
0001213900-24-048656	2651527	Common Stock				278918.0				I		See footnote	F3
0001213900-24-048656	2651525	Common Stock				982809.0				I		See footnote	F1
0001213900-24-048656	2651526	Common Stock				147548.0				I		See footnote	F2
0001213900-24-048652	2572526	Class A common stock				651153.0				D			
0001415889-24-015097	2687787	Common Stock				250000.0				I		By Trust	F13
0001415889-24-015095	2715737	Class A Common Stock				40487.0				I		See footnote	F5
0001415889-24-015095	2715740	Class A Common Stock				79091.0				I		See footnote	F8
0001415889-24-015095	2715741	Class A Common Stock				200000.0				I		See footnote	F9
0001415889-24-015095	2715738	Class A Common Stock				11500.0				I		See footnote	F6
0001415889-24-015095	2715739	Class A Common Stock				55422.0				I		See footnote	F7
0000950170-24-067560	2819505	Common Stock				3924.0	F11			I		By Flagship Pioneering, Inc.	F11
0000950170-24-067560	2819504	Common Stock				9662114.0	F10			I		By Flagship Ventures Fund IV, L.P. and Flagship Ventures Fund IV-Rx, L.P.	F10
0000950170-24-067556	2762436	Common Stock				3113.0	F1			D			
0000950170-24-067548	2735168	Common Stock				1911.27				I		By 401(k)	
0000950170-24-067539	2310424	Common Stock				3578.93				I		By 401(k)	
0000950170-24-067539	2310425	Common Stock				785700.0				I		By Trust	
0001783879-24-000158	2404799	Class A Common Stock				6907.0				I		By Living Trust	
0001104659-24-067323	2797195	COMMON STOCK, PAR VALUE $0.0001				4110467.0				D			
0001585521-24-000096	2460551	Class A Common Stock				102176.0				I		See footnote	F3
0000950170-24-067521	2693434	Common Stock				5675.0				I		By IRA	
0000950170-24-067521	2693435	Common Stock				4545.0				I		By IRA of Bonnen's Spouse	
0000950170-24-067520	2551348	Common Stock				1600.0				I		By IRA FBO Carolyn Bailey	
0000950170-24-067519	2367722	Common Stock				20833.0				I		By RTS Family LP	
0000950170-24-067516	2370970	Common Stock				129024.0				I		By: The Stunja Family Trust	
0000950170-24-067514	2778487	Common Stock				12500.0				I		By IRA	
0000950170-24-067515	2486827	Common Stock				37525.0				I		By IRA FBO Martin Basaldua	
0000950170-24-067515	2486828	Common Stock				36248.0				I		By Pinnacle Executive Services	
0001562180-24-004549	2315147	Common Stock				371629.0				I		GRAT	F4
0001441683-24-000047	2591226	Class A Common Stock				15479.0				I		See Footnote	F1
0001441683-24-000047	2591227	Class A Common Stock				15479.0				I		See Footnote	F2
0001441683-24-000047	2591228	Class A Common Stock				15479.0				I		See Footnote	F3
0001441683-24-000047	2591229	Class A Common Stock				82500.0				I		See Footnote	F4
0001062993-24-011577	2514097	Common Stock				8.0				I		By Spouse	
0000950170-24-067499	2516422	Class A Common Stock				2578314.0				I		Verde Investments, Inc.	F4
0000950170-24-067499	2516427	Class B Common Stock				11952000.0				I		ECG II SPE, LLC	F9
0000950170-24-067499	2516426	Class B Common Stock				11834021.0				I		Ernest C. Garcia III Multi-Generational Trust III	F8
0000950170-24-067499	2516425	Class B Common Stock				41442317.0				D		Ernest Irrevocable 2004 Trust III	F7
0000950170-24-067499	2516424	Class A Common Stock				950000.0				I		Ernest C. Garcia III Multi-Generational Trust III	F6
0000950170-24-067499	2516423	Class A Common Stock				850000.0				I		Ernest Irrevocable 2004 Trust III	F5
0000950170-24-067499	2516428	Class B Common Stock				8000000.0				I			
0001463101-24-000100	2596018	Common Stock				85200.0				I			
0001463101-24-000100	2596017	Common Stock				4100.0				I		By Charitable Trust	F8
0001463101-24-000100	2596016	Common Stock				4100.0				I		By Trust	F7
0001463101-24-000100	2596015	Common Stock				3101.0				D		By Trust	F6
0001104659-24-067317	2638199	Common Shares				385110.0				I		JOZEM Pty Ltd., Trustee of the O'Sullivan Family Trust No. 1	F3
0001062993-24-011575	2404337	Common Stock				425.0				I		By Trust	
0001062993-24-011575	2404338	Common Stock				425.0				I		By Trust	
0001655759-24-000085	2357969	Common Stock				29333.0				I		Edward M. Kennedy Jr. 2011 Trusts For Children (UAD 11/23/11)	
0001209191-24-005777	2548839	Common Stock				60000.0				I		By Ramesh and Sujatha Srinivasan Living Trust	
0001415889-24-015080	2669654	Common Stock				178.0				I		Custodial Account	F3
0000950170-24-067477	2478864	Common Stock				6705700.0				I		By Infinity Trusts Investment LLC	
0000950170-24-067477	2478865	Common Stock				26561354.0				I		By Crescent River LLC	
0000950170-24-067477	2478867	Common Stock				583421.0				I		By Elstead 2020 GRAT	
0000950170-24-067477	2478866	Common Stock				665600.0				I		By Havana 2020 GRAT	
0000950170-24-067477	2478862	Common Stock				11447185.0				I		Shiraz Capital LLC	
0000950170-24-067477	2478863	Common Stock				4675511.0				I		By Corcaigh LLC	
0000045919-24-000050	2417431	Common Stock				20000.0	F1			I		RSU shares held by Harte Hanks, granted to participant but not yet vested	
0000045919-24-000050	2417432	Common Stock				16216.0	F2			I			
0000045919-24-000050	2417430	Common Stock				241283.0				D		Common stock held in participant's IRA	
