ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000950170-24-014085	2463324	Common Stock				8700.0				I		Custodial account for child	F2
0000950170-24-014085	2463323	Common Stock				8700.0				I		Custodial account for child	F2
0000950170-24-014085	2463322	Common Stock				7700.0				I		Custodial account for child	F2
0001321655-24-000019	2788793	Class A Common Stock				749899.0				I		See Footnote	F8
0001174922-24-000037	2367064	Common Stock, par value $0.01 per share				7817.0				D			
0001628280-24-004325	2377090	Common Stock				2538.0				I		By LLC	
0001628280-24-004325	2377088	Common Stock				9348.0				D		As Custodian for Children	
0001628280-24-004325	2377091	Common Stock				10315.0				I			
0001628280-24-004325	2377089	Common Stock				10730.0				I		By Trust	
0000884887-24-000055	2818779	Common Stock				87.0				I		By Spouse	
0000884887-24-000049	2792056	Common Stock				19167507.0				I		See Footnote	F2
0001127602-24-004618	2713305	Common Stock				5533.0				I		Indirect holding through 401(k) Plan	
0001127602-24-004617	2501029	Common Stock				97.78				I		Supplemental Plan	F4
0001127602-24-004617	2501028	Common Stock				1240.42				I		Savings Plan Trust	F4
0001225208-24-001899	2501451	Common Stock				281.0	F4			I		By ESOP	
0001225208-24-001899	2501450	Common Stock				64.0	F3			I		By 401k	
0001225208-24-001898	2389223	Common Stock				2048.0	F4			I		By 401k	
0001225208-24-001896	2536239	Common Stock				883.0	F3			I		By 401k	
0001225208-24-001894	2795455	Common Stock				46.0	F4			I		By ESOP	
0001225208-24-001894	2795454	Common Stock				700.0	F3			I		By 401k	
0001225208-24-001890	2320135	Common Stock				134.0	F4			I		By ESOP	
0001225208-24-001890	2320134	Common Stock				597.0	F3			I		By 401k	
0001127602-24-004615	2656552	Common Stock				292.46				I		Gallagher 401(k) plan account	
0001127602-24-004611	2392993	Common Stock				292.46				I		Gallagher 401(k) plan account	
0001127602-24-004611	2392992	Common Stock				32428.0				I		By wife	
0001127602-24-004611	2392990	Common Stock				62295.0				I		By grantor retained annuity trust	
0001127602-24-004611	2392991	Common Stock				66709.0				I		By Irrevocable Trust	
0001659166-24-000027	2450967	Common Stock				862.0	F3			I		By Spouse's 401 (k)	
0001659166-24-000027	2450966	Common Stock				531.0	F3			I		By 401 (k)	
0001305168-24-000003	2524186	Common Stock				634001.0				I		Wijesuriya Family Trust DTD 9/4/2002	
0000950170-24-014038	2747388	No securities beneficially owned.				0.0				D			
0001620093-24-000005	2307985	Class A Common Stock				22857.0				I		See Footnote	F4
0001212545-24-000069	2749931	Common Stock				2075.0	F1			I		WAL 401(k)	
0001127602-24-004606	2527719	Common Stock				12780.47				I		Supplemental Plan	F1
0000950170-24-014033	2770734	Common Stock				550.0				I		By IRA	
0001127602-24-004604	2582621	Common Stock				4055.83				I		Supplemental Plan	F1
0001127602-24-004604	2582620	Common Stock				5500.78				I		Savings Plan Trust	F1
0001620052-24-000005	2510319	Class A Common Stock				22857.0				I		See Footnote	F4
0000884887-24-000025	2789785	Common Stock				355888.0				I		Grantor Retained Annuity Trust	
0000884887-24-000025	2789783	Common Stock				210706.0				I		See Footnotes	F4, F5
0000884887-24-000025	2789784	Common Stock				24400.0				I		See Footnotes	F6, F5
0001127602-24-004601	2367355	Common Stock				4299.83				I		Supplemental Plan	F1
0001127602-24-004599	2376418	Common Stock				826.52	F4			I		By 401(k) Plan	
0001212545-24-000061	2496965	Common Stock				1950.0	F1			I		401K Plan	
0001212545-24-000061	2496964	Common Stock				1026.0				I		Alexander Vecchione (son)	
0001212545-24-000061	2496963	Common Stock				750.0				I		Darcy Vecchione UTMA (daughter)	
0001127602-24-004598	2810197	Common Stock				28072.83				I		Supplemental Plan	F1
0001212545-24-000059	2714290	Common Stock				22797.0				I		Barbara and Ted Kennedy TTEE Kennedy Family Trust	
0001225208-24-001887	2591927	Common Stock				2708.33				I		By PACCAR Savings Investment Plan (SIP)	
0001225208-24-001886	2390865	Common Stock				6187.76				I		By PACCAR Savings Investment Plan (SIP)	
0001127602-24-004593	2414700	Common Stock				15043.01				I		Supplemental Plan	F4
0001212545-24-000057	2700232	Common Stock				613.0	F1			I		401K Plan	
0001212545-24-000055	2371135	Common Stock				325.0				I		Alvina Boothe (spouse)	
0001213900-24-012741	2312574	Common Stock				100000.0				I		By Occams Razor, LLC	F1
0001534701-24-000064	2742035	Common Stock				512.22	F4			I		Phillips 66 401K Savings Plan	
0001534701-24-000062	2303258	Common  Stock				47187.0				I		By Family Trust	
0001534701-24-000061	2441119	Common Stock				500.0				I		Executor of father's estate	
0001534701-24-000061	2441118	Common Stock				21484.02	F4			I		By Phillips 66 Savings Plan	
0001534701-24-000060	2529779	Common Stock				5406.98	F4			I		By Phillips 66 Savings Plan	
0001534701-24-000060	2529780	Common Stock				40.0				I		by son	
0001534701-24-000059	2365535	Common Stock				5440.07	F4			I		By Phillips 66 Savings Plan	
0001127602-24-004587	2461645	Common Stock				673.04	F4			I		By 401(k) Plan	
0001534701-24-000058	2805826	Common Stock				4601.46				I		Held by Spouse	
0001534701-24-000058	2805827	Common Stock				1300.84				I		COP Savings Plan	
0001024478-24-000020	2681268	Common Stock				165.67	F2			I		By Savings Plan	
0000014930-24-000046	2555523	Common Stock				6805.0				I		By Svgs Plan Trustee	
0000014930-24-000043	2817489	Common Stock				657.0				I		By Svgs Plan Trustee	
0000014930-24-000041	2526854	Common Stock				3260.0	F3			I		By Svgs Plan Trustee	
0000014930-24-000040	2395760	Common Stock				4845.0	F2			I		By Svgs Plan Trustee	
0001127602-24-004574	2709367	Common Stock				565492.0				I		By trust	
0001127602-24-004574	2709366	Common Stock				302000.0				I		By spousal trust	
0000840489-24-000048	2497258	Common Stock				4308.0				D			
0001127602-24-004572	2730237	Common Stock	F10			3424.0				D			
0001127602-24-004572	2730236	Common Stock	F9			3365.0				D			
0001127602-24-004572	2730235	Common Stock	F8			2056.0				D			
0001127602-24-004572	2730234	Common Stock	F7			5594.0				D			
0001127602-24-004572	2730233	Common Stock				3548.0				D			
0001127602-24-004572	2730232	Common Stock	F6			7645.0				D			
0001127602-24-004572	2730231	Common Stock	F5			1689.0				D			
0001127602-24-004572	2730238	Common Stock	F11			3039.0				D			
0001127602-24-004572	2730239	Common Stock	F12			6672.0				D			
0001127602-24-004572	2730240	Common Stock	F13			9746.0				D			
0001127602-24-004572	2730241	Common Stock	F13			6363.0				D			
0001127602-24-004572	2730242	Common Stock	F14			2375.0				D			
0001127602-24-004572	2730243	Common Stock	F15			3681.0				D			
0001127602-24-004572	2730244	Common Stock	F16			3128.0				D			
0001127602-24-004572	2730245	Common Stock	F17			2258.0				D			
0001127602-24-004572	2730246	Common Stock				9480.0				D			
0001127602-24-004572	2730247	Common Stock	F18			5767.0				D			
0001127602-24-004572	2730248	Common Stock				2714.0				I			
0001127602-24-004572	2730249	Common Stock	F19			2855.0				D			
0001127602-24-004572	2730250	Common Stock	F20			11431.0				D			
0001127602-24-004572	2730228	Common Stock				5886.0				I		CPB Foundation	
0001127602-24-004572	2730229	Common Stock	F3			5995.0				D		Robert Hines IRA	
0001127602-24-004572	2730230	Common Stock	F4			6793.0				D			
0000950170-24-014006	2765213	Common Stock				1372.0				I		By spouse	
0001555280-24-000135	2438663	Common Stock				1801.19	F3			I		By personal trust	
0001555280-24-000135	2438664	Common Stock				5548.0	F4			I		By daughter's trust	
0001555280-24-000135	2438665	Common Stock				5548.0	F4			I		By son's trust	
0001225208-24-001883	2356841	Common Stock				6314.0				I		By Savings Plan Trustee	
0001225208-24-001882	2664364	Common Stock				338.0				I		By Savings Plan Trustee	
0001225208-24-001881	2522599	Common Stock				1129.0				I		By Savings Plan Trustee	
0001225208-24-001880	2695168	Common Stock				3729.0				I		By Savings Plan Trustee	
0001225208-24-001879	2484285	Common Stock				2539.0				I		By Savings Plan Trustee	
0001225208-24-001878	2349956	Common Stock				2199.0				I		By Savings Plan Trustee	
0001555280-24-000134	2747214	Common Stock				6160.0				I		By trust	F3
0001555280-24-000134	2747215	Common Stock				2840.0				I		By  trust	F4
0001225208-24-001877	2767925	Common Stock				1096.0				I		By Children's Trust Accounts	
0001225208-24-001877	2767928	Common Stock				2846.0				I		By Spouse's Savings Plan Account	
0001225208-24-001877	2767927	Common Stock				874.0				I		By Spouse	
0001225208-24-001877	2767926	Common Stock				12686.0				I		By Savings Plan Trustee	
0001225208-24-001876	2403571	Common Stock				92.0				I		By Savings Plan Trustee	
0001225208-24-001874	2327499	Common Stock				4036.0				I		By Savings Plan Trustee	
0001209191-24-003122	2655638	Common Stock				1487103.0				I		Family LLC	
0001555280-24-000128	2397721	Common Stock				793.61	F2			I		401(k)	
0001555280-24-000127	2359019	Common Stock				1049.35	F2			I		401(k)	
0001555280-24-000125	2738492	Common Stock				7590.0				I		By trust	F2
0001555280-24-000123	2383089	Common Stock				793.64	F2			I		401(k)	
0001555280-24-000122	2748292	Common Stock				415.0	F2			I		UK Share Ownership Plan	
0001616228-24-000002	2547279	Common Stock				19762.71	F1			D			
0001213900-24-012722	2504276	Common Stock				68055000.0				D			
0001062993-24-002842	2519457	Common Stock				12500.0				I			
0001062993-24-002842	2519455	Common Stock				10301250.0				I		See Footnote	F3, F2, F7
0001062993-24-002842	2519456	Common Stock				1353.0				D	F8	See Footnote	F9
0001225208-24-001867	2800413	Common Stock				20409.0				I		By Trust	
0001062993-24-002841	2791655	Common Stock				10301250.0				I		See Footnote	F3, F2
0001062993-24-002840	2602628	Common Stock				10301250.0				I		See Footnote	F3, F2
0000916365-24-000028	2382797	Common stock				240.42				I		Stock Purchase Plan	
0001127602-24-004559	2424236	Common Stock				8000.0				I		Family Trust (KD)	
0001127602-24-004559	2424235	Common Stock				8000.0				I		Family Trust (AD)	
0001127602-24-004559	2424237	Common Stock				8000.0				I		Family Trust (PD)	
0000916365-24-000026	2548202	Common stock				191.08				I		Stock Purchase Plan	
0000916365-24-000025	2818547	Common stock				537.41				I		Stock Purchase Plan	
0000897069-24-000318	2317554	Ordinary Shares - Deferral Plan				17434.72	F4, F3			I		Plan Agent	
0000916365-24-000024	2776947	Common stock				507.79				I		Stock Purchase Plan	
0000916365-24-000023	2659321	Common stock				350.94				I		Stock Purchase Plan	
0001640147-24-000020	2739886	Class A Common Stock				100000.0				I	F5	2023 GRAT	
0001640147-24-000020	2739885	Class A Common Stock				75307.0				I	F4	2022 GRAT	
0001640147-24-000020	2739884	Class A Common Stock				58568.0				I	F3	LLC	
0001640147-24-000018	2602940	Class A Common Stock				432146.0				I		Trust	F13
0001640147-24-000018	2602939	Class A Common Stock				335146.0				I		Trust	F12
0001640147-24-000018	2602938	Class A Common Stock				83014.0				I		Foundation	F11
0001640147-24-000018	2602937	Class A Common Stock				16300.0				I		Trust	F10
0000916365-24-000022	2523758	Common stock				107.58				I		Stock Purchase Plan	
0001214659-24-002312	2426496	Common Stock				3450.0				I		by Moyer FamilyTrust	
0001214659-24-002312	2426497	Common Stock				348.0				D			
0000916365-24-000021	2722549	Common stock				115.41				I		Stock Purchase Plan	
0000106640-24-000014	2553915	Common Stock				14500.0				I		By grantor retained annuity trust of reporting person (October 2022)	
0000106640-24-000014	2553916	Common Stock				7553.4				I		401(k) Stock Fund	
0000106640-24-000014	2553914	Common Stock				10494.0				I		By grantor retained annuity trust of reporting person (April 2022)	
0000009984-24-000019	2516398	Common Stock				19332.99				I		by Company's 401(k) Plan	
0001048477-24-000010	2622973	Common Stock				100.0				I		Shares held as UTMA custodian for child 2	
0001048477-24-000010	2622971	Common Stock				247333.0				I		Shares held by Jean-Jacques Bienaime Family Trust	
0001048477-24-000010	2622972	Common Stock				100.0				I		Shares held as UTMA custodian for child 1	
0001628280-24-004281	2316718	Common Stock				25148.17				I		By Key Executive Stock Deferral Plan	
0000916365-24-000020	2687818	Common stock				2779.41				I		Stock Purchase Plan	
0000784977-24-000004	2742037	Common Stock				0.0				D			
0001002910-24-000049	2429257	Common Stock, $.01 Par Value				1477.0	F1			I		By 401(K)	
0001127602-24-004523	2405556	Common Stock				226.39				I		By ESOP	
0001002910-24-000048	2519750	Common Stock, $.01 Par Value				1935.0	F1			I		By 401(K)	
0001002910-24-000047	2596123	Common Stock, $.01 Par Value				58.0	F1			I		By 401(k)	
0001002910-24-000046	2722575	Common Stock, $.01 Par Value				1552.0	F1			I		By 401(K)	
0001002910-24-000045	2548218	Common Stock, $.01 Par Value				2194.0	F1			I		By 401(K)	
0001437749-24-003780	2336719	Common Stock				7250.0				I		By Spouse through IRA	
0001002910-24-000044	2414295	Common Stock, $.01 Par Value				3476.0	F1			I		By 401(K)	
0001127602-24-004520	2339992	Common Stock				238.61				I		By ESOP	
0001002910-24-000043	2676278	Common Stock, $.01 Par Value				341.0	F1			I		By 401K	
0000897069-24-000310	2407883	Ordinary Shares - ESOP				144.2	F4			I		By ESOP	
0000897069-24-000310	2407884	Ordinary Shares - Deferral Plan				277047.51	F4, F5			I		Plan Agent	
0000950170-24-013963	2615267	Common Stock				2364.0				I		The Steven M. Paul Revocable Trust	
0000950170-24-013963	2615268	Common Stock				83255.0	F2			I		Spouse (Jann E. Paul GRAT III)	
0000950170-24-013963	2615269	Common Stock				23230.0	F2			I		Spouse (Jann E. Paul Revocable Trust)	
0001002910-24-000042	2420238	Common Stock, $.01 Par Value				4895.0	F1			I		By 401(K)	
0000009984-24-000008	2640944	Common Stock				8058.74				I		By Company's 401(k) Plan	
0001002910-24-000041	2447805	Common Stock, $.01 Par Value				240.0	F1			I		By 401(K)	
0001002910-24-000040	2555225	Common Stock, $.01 Par Value				734.0	F1			I		By 401(k)	
0001127602-24-004517	2378080	Common Stock				4651.44				I		By ESOP	
0001002910-24-000039	2554813	Common Stock, $.01 Par Value				2908.0	F1			I		By 401(K)	
0000009984-24-000006	2509990	Common Stock				4.25				I		By Company's 401(k) Plan	
0001562180-24-001255	2711127	Common Stock				4881.0				D			
0001127602-24-004516	2390008	Common Stock				906.2				I		By 401K	
0001127602-24-004516	2390009	Common Stock				42.4				I		By ESOP	
0001127602-24-004513	2318874	Common Stock				1327.08				I		By ESOP	
0001225208-24-001855	2638660	Common Stock				21428.0	F1			D			
0001127602-24-004510	2686540	Common Stock				853.94				I		By ESOP	
0001127602-24-004505	2433008	Common Stock				199.25				I		By 401K	
0001127602-24-004505	2433009	Common Stock				237.88				I		By ESOP	
0000897069-24-000302	2508282	Common Stock				505.15				I		By Deferred Compensation Plan	
0001127602-24-004503	2611636	Common Stock				23.08				I		By ESOP	
0000874716-24-000019	2343713	Common Stock				302179.0				I		by Jonathan W. Ayers 2022 GRAT	F1
0000874716-24-000019	2343714	Common Stock				10000.0				I		by Ayers Family Trust	
0001127602-24-004500	2581352	Common Stock				823.84				I		401(k)	
0001127602-24-004500	2581353	Common Stock				209.84				I		ESO{P	
0001127602-24-004498	2755526	Common Stock				10.39				I		by ESOP	
0001104659-24-014732	2347797	Common Stock				4560.0				I		By HWS IV 2012 Trust	
0001104659-24-014732	2347798	Common Stock				4422.0				I		By MMAS 2008 Trust	
0001104659-24-014732	2347796	Common Stock				4764.0				I		By MHS 2010 Trust	
0001104659-24-014732	2347794	Common Stock				4764.0				I		By ESS 2022 Trust	
0001104659-24-014732	2347795	Common Stock				4764.0				I		By ADS 2015 Trust	
0001104659-24-014732	2347793	Common Stock				252321.0				I		By HIII 2011 Trust	
0001127602-24-004495	2676911	Common Stock				29960.0				I		By Trust - TUW RC Kemper For John Mariner	
0001127602-24-004495	2676910	Common Stock				1000.0				I		By Son - Custodial Brokerage Account	
0001127602-24-004495	2676909	Common Stock				2132.93				I		By Esop	
0001127602-24-004495	2676908	Common Stock				1000.0				I		By Daughter - Custodial Brokerage Account	
0001127602-24-004495	2676912	Common Stock				12558.0				I		By Trust: Mary S Hunt Trust	
0001127602-24-004495	2676915	Common Stock				1787204.0				I		By Trust - RC Kemper Irrevocable Trust	
0001127602-24-004495	2676914	Common Stock				395989.0				I		Held by Pioneer Service Corporation	
0001127602-24-004495	2676913	Common Stock				290397.0				I		Held by Kemper Realty	
0001127602-24-004492	2460336	Common Stock				277.53				I		By ESOP	
0001415889-24-003381	2503742	Class A Common Stock				79359.0				I		See footnote	F4
0001415889-24-003381	2503741	Class A Common Stock				79359.0				I		See footnote	F3
0001415889-24-003381	2503745	Class A Common Stock				127473.0				I		By Family Trust	
0001415889-24-003381	2503744	Class A Common Stock				100000.0				I		See footnote	F6
0001415889-24-003381	2503743	Class A Common Stock				100000.0				I		See footnote	F5
0001127602-24-004491	2744188	Common Stock				60.71				I		By ESOP	
0001127602-24-004490	2749142	Common Stock				163.78				I		By ESOP	
0001127602-24-004488	2705866	Common Stock				10000000.0				I	F7	By Marc Benioff Fund LLC	
0000110471-24-000039	2530652	Common Stock				44238.0				I		By Trust	F2
0001074902-24-000019	2734182	LCNB Corp. Common Stock				28157.0				D		by IRA	
0001074902-24-000019	2734183	LCNB Corp. Common Stock				46533.0				I		by ESOP	
0001074902-24-000019	2734184	LCNB Corp. Common Stock				3500.0				I			
0001714899-24-000042	2499443	Common Stock				523749.0	F2			I		See footnote	F3
0000110471-24-000038	2508252	Common Stock				221844.0				I		By Trust	F2
0001465740-24-000062	2672642	Common stock, par value $0.01 per share				3025.0	F2			I		By Spouse	
0001415889-24-003376	2391147	Common				1524.0				I		Custodian for son	
0001415889-24-003376	2391149	Common				306.0				I		Custodian for son	
0001415889-24-003376	2391150	Common				2351.0				I		Custodian for son	
0001415889-24-003376	2391151	Common Stock				3488.0				I		By IRA	
0001415889-24-003376	2391148	Common				541.0				I		Custodian for daughter	
0001415889-24-003376	2391146	Common				56649.0				I		By Rev Trust	
0001415889-24-003376	2391145	Common Stock				239417.0				I		By Young Corporation	
0001975335-24-000002	2421732	Common Stock				25879.88	F2			I			
0001975335-24-000002	2421731	Common Stock				148.03	F1			D		By Profit Sharing Trust	
0000950170-24-013919	2429852	Common Stock				8810.0				I		CSX Corporation 401(k) Plan	F2
0001415889-24-003374	2733488	Common Stock				13114.0				I		IRA	
0001977249-24-000025	2751836	Common Stock				430.0				I		By 401(K) plan	
0001562180-24-001251	2346297	Common Stock (k)		3		15240.18	F1			D			
0001562180-24-001251	2346296	Common Stock		3		48911.0				D			
0001562180-24-001250	2641115	Common Stock		3		240000.0				I			
0001562180-24-001250	2641114	Common Stock		3		17477085.0				I		Via Johnelle Hunt, LLC	
0001562180-24-001250	2641113	Common Stock		3		607352.0				D		By J.B. Hunt, LLC	
0001562180-24-001250	2641116	Common Stock (k)		3		2047.0	F1			D			
0001977249-24-000024	2552380	Common Stock				1106836.0				I		By Earl E. Congdon Trust - 1990	
0001977249-24-000024	2552381	Common Stock				933714.0				I		By Earl E. Congdon GRAT Remainder Trust	
0001977249-24-000024	2552382	Common Stock				354784.0				I		By wife as trustee of the Kathryn W. Congdon Trust - 1990	
0001977249-24-000024	2552383	Common Stock				37740.0				I		By 401k) plan	
0000950170-24-013910	2720748	Common Stock				1922.0				I		401K	F4
0001628280-24-004221	2464642	Common Stock				1755.35				I		By Key Executive Stock Deferral Plan	
0001127602-24-004477	2720915	Common Stock				100.0				I		By Spouse	
0000950170-24-013907	2620075	Common Stock				1801.0				I		401K	F4
0000950170-24-013900	2759598	Common Stock				21646.0				I		CSX Corporation Executive Deferred Compensation Plan	F3
0000950170-24-013900	2759597	Common Stock				943.0				I		CSX Corporation 401(k) Plan	F2
0000902664-24-001432	2586206	Common Stock				124192.0				D	F5, F3	See footnotes	F4, F5
0000902664-24-001432	2586207	Common Stock				5411776.0				I			
0001415889-24-003371	2559295	Common stock				969.0	F1			D			
0001415889-24-003371	2559296	Common stock				1707.0				I		Indirectly in the Company's 401k plan.	
0000950170-24-013879	2493778	Common Stock				5312.0				I		401K	F4
0001977249-24-000021	2683741	Common Stock				289335.0				I		As trustee of the Audrey Congdon Irrevocable Trust #1 FBO Megan Oglesby	
0001977249-24-000021	2683742	Common Stock				289336.0				I		As trustee of the Audrey Congdon Irrevocable Trust #1 FBO Seth Yowell	
0001977249-24-000021	2683743	Common Stock				168420.0				I		As trustee of the Audrey Congdon Irrevocable Trust #2 FBO Megan Oglesby	
0001977249-24-000021	2683744	Common Stock				534318.0				I		By wife as trustee of David S. Congdon Irrevocable Trust No. 2 dated 11/18/99	
0001977249-24-000021	2683745	Common Stock				257935.0				I		As trustee of Audrey Congdon Irrevocable Trust No. 2 FBO Seth Yowell	
0001977249-24-000021	2683746	Common Stock				55650.0				I		As trustee of Yowell Family 2020 GST Trust	
0001977249-24-000021	2683747	Common Stock				470.0				I		As trustee of J. Benjamin Yowell 2020 Trust	
0001977249-24-000021	2683748	Common Stock				470.0				I		As trustee of Clay Yowell 2020 Trust	
0001977249-24-000021	2683749	Common Stock				470.0				I		As trustee of Andrew Yowell 2020 Trust	
0001977249-24-000021	2683750	Common Stock				87647.0				I		By 401(k) plan	
0001977249-24-000021	2683732	Common Stock				766712.0				I		By David S. Congdon Revocable Trust dated 12/3/91	
0001977249-24-000021	2683740	Common Stock				375683.0				I		By wife as trustee of the David S. Congdon Irrevocable Trust #1 FBO Ashlyn Congdon	
0001977249-24-000021	2683739	Common Stock				375683.0				I		By wife as trustee of the David S. Congdon Irrevocable Trust #1 FBO Kathryn Harrell	
0001977249-24-000021	2683738	Common Stock				375685.0				I		By wife as trustee of the David S. Congdon Irrevocable Trust #1 FBO Marilyn Nowell	
0001977249-24-000021	2683737	Common Stock				487056.0				I		As co-trustee of the Earl and Kathryn Congdon Family Irrevocable Trust - 2011	
0001977249-24-000021	2683736	Common Stock				474607.0				I		As co-trustee of the 1998 Earl E. Congdon Family Trust	
0001977249-24-000021	2683735	Common Stock				140224.0				I		As trustee of Irrevocable Trust Agreement dated 12/18/98 fbo Ashlyn Congdon	
0001977249-24-000021	2683733	Common Stock				933714.0				I		As co-trustee of Earl E. Congdon GRAT Remainder Trust	
0001977249-24-000021	2683734	Common Stock				149301.0				I		By wife as trustee of Helen S. Congdon Revocable Inter Vivos Trust dated 4/24/12	
0001841840-24-000004	2427015	Class A Common Stock				1000.0				I			
0001841840-24-000004	2427014	Class A Common Stock				40674.0				D		See Footnote	F1
0000950170-24-013869	2317210	Class A Common Stock				15105.0				I		By Spouse	
0001841846-24-000006	2601448	Class A Common Stock				22834.0				D			
0001841901-24-000004	2606557	Class A Common Stock				40712.0				D			
0001977249-24-000019	2655120	Common Stock				2109.0				I		By 401(k) plan	
0000950170-24-013861	2701537	Common Stock				3771.14				I		By 401(k) plan	
0001842397-24-000003	2304851	Class A Common Stock				286591.0				D			
0001977249-24-000018	2559922	Common Stock				543.0				I		By 401(k) plan	
0000950170-24-013852	2413767	Common Stock				1703.0				I		CSX Corporation 401(k) Plan	F2
0000950170-24-013852	2413768	Common Stock				1500.0				I		Shares Held in Spouse's IRA	
0001209191-24-003091	2707715	Common Stock				15996.0	F1			D			
0001977249-24-000017	2820204	Common Stock				418.0				I		By 401(k) plan	
0001043509-24-000012	2517581	Class A Common Stock				836534.0				I		by OBS Family, LLC	F1
0001977249-24-000016	2701343	Common Stock				4238.0				I		By 401(k) plan	
0001670541-24-000033	2424723	Ordinary Shares				2650.78	F3			I		401(k) Savings Plan	
0001670541-24-000033	2424722	Ordinary Shares				2541.0				I		Held by trust of which Mr. Oswald and his spouse are co-trustees	
0001466258-24-000103	2774351	Ordinary Shares	F3			25.5				I		By Plan Trustee	
0001127602-24-004469	2605618	Common Stock				11219.08	F2			I		Trustee U/employee Benefit Plan	
0001127602-24-004469	2605616	Common Stock				9200.0				I		Held by Spouse	F1
0001127602-24-004469	2605617	Common Stock				6806.31	F2			I		Held By Spouse - Emp. Ben. Plan	F1
0001807938-24-000006	2792023	Common Stock		3		0.0				D			
0001062993-24-002805	2683042	Common Stock				15028.0				I		By Trust	F5
0001062993-24-002805	2683041	Common Stock				34972.0				I		By Spouse	F4
0001062993-24-002805	2683040	Common Stock				15028.0				I		By Trust	F3
0001977249-24-000015	2367822	Common Stock				308.0				I		By 401(k) plan	
0001977249-24-000014	2306279	Common Stock				430.0				I		By 401(k) plan	
0000059478-24-000034	2657804	Common Stock				7223.0				I		401(k)	
0000059478-24-000034	2657803	Common Stock				68656.0				I	F2	By David A. Ricks SLAT	
0000059478-24-000034	2657802	Common Stock				63758.0				I		By David A. Ricks 2022 GRAT	
0001441816-24-000038	2640238	Class A Common Stock				95000.0				I		Dwight A. Merriman Charitable Foundation	F3
0001441816-24-000038	2640239	Class A Common Stock				526896.0				I		By Trust	F4
0001441816-24-000037	2326761	Class A Common Stock				1000.0				I		By child 3	
0001441816-24-000037	2326760	Class A Common Stock				1000.0				I		By child 2	
0001441816-24-000037	2326759	Class A Common Stock				1000.0				I		By child 1	
0001441816-24-000037	2326758	Class A Common Stock				1000.0				I		By spouse	
0001466258-24-000101	2377190	Ordinary Shares	F3			3697.45				I		By Plan Trustee	
0000798354-24-000026	2414631	Common Stock				17173.0				I		See Footnote	F2
0000798354-24-000026	2414632	Common Stock				81550.0				I		By Trust	F3
0000798354-24-000026	2414630	Common Stock				1012.0				I		See Footnote	F1
0000798354-24-000026	2414629	Common Stock				582.0				I		See Footnote	F1
0000798354-24-000026	2414628	Common Stock				4568.0				I		See Footnote	F1
0000798354-24-000026	2414627	Common Stock				14235.0				I		By Spouse	
0000902664-24-001426	2476122	"Common Stock, par value $0.001 per share (""Common Stock"")"				717650.0				I		See footnotes	F1, F4, F2, F3
0001977249-24-000013	2312408	Common Stock				10469.0				I		By 401(k) plan	
0001415889-24-003366	2720644	Common Stock				36630.0				I		By Starlight 4, LLLP	F2
0001415889-24-003364	2511303	Common Stock				6830.62				I	F1	Directors' Trust	
0001043509-24-000010	2794222	Class A Common Stock				836534.0				I		by OBS Family, LLC	F1
0001807938-24-000004	2548157	Common Stock		3		837.0				D			
0001977249-24-000012	2737227	Common Stock				5045.0				I		By 401(k) plan	
0001127602-24-004459	2527520	Common Stock				3670.07	F1			I		Trustee u/Employee Benefit Plan	
0001466258-24-000099	2675503	Ordinary Shares	F1			2009.76				I		By Plan Trustee	
0001807938-24-000002	2553706	Common Stock		3		0.0				D			
0001466258-24-000097	2707758	Ordinary Shares (GRAT)				29388.0				I		By grantor retained annuity trust	
0001466258-24-000096	2706759	Ordinary Shares	F1			9941.16				I		By Plan Trustee	
0001466258-24-000096	2706760	Ordinary Shares (IRA)				119.0				I		By individual retirement account	
0001043509-24-000008	2584385	Class A Common Stock				836534.0				I		by OBS Family, LLC	F1
0001127602-24-004453	2307851	Common Stock - Jt. Tenant W/wife				65598.0				I		By Trust	
0001466258-24-000095	2777649	Ordinary Shares	F1			155.51				I		By Plan Trustee	
0001127602-24-004452	2383441	Common Stock				712.93	F1			I		Trustee u/Employee Benefit Plan	
0000310764-24-000022	2379476	Common Stock				1518.0				I		By 401K	
0000875320-24-000037	2557675	Common Stock				440.0				I		401(k)	
0001127602-24-004450	2715546	Common Stock - Jt. Tenant W/wife				25658.0				I		By Trust	
0001562180-24-001235	2766948	Common Stock				78949.0				I		By Family Trust	F4
0001127602-24-004447	2346807	Common Stock $0.01 Par Value				5114.86				I		401(k) plan	
0001127602-24-004444	2588478	Common Stock				2481.92	F1			I		Trustee u/Employee Benefit Plan	
0000950170-24-013814	2692882	Class A Common Stock				12457.0				D			
0001127602-24-004440	2332004	Common Stock				1653.12				I		401(k) Plan	
0002001901-24-000009	2551086	Common Stock				144608.0				D		By 401(k) Plan	
0002001901-24-000009	2551087	Common Stock				721.85	F1			I			
