ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001843104-24-000008	2380082	Class B Common Stock				500000.0				I		By GRAT	F4
0001843104-24-000008	2380084	Class B Common Stock				500000.0				I		By Capital V LLC	F6
0001843104-24-000008	2380080	Class B Common Stock				5833774.0				D		By GRAT	F2
0001843104-24-000008	2380085	Class B Common Stock				9483701.0				I			
0001843104-24-000008	2380083	Class B Common Stock				500000.0				I		By GRAT	F5
0001028918-24-000051	2568477	PPBI Common Stock				4200.0				I		By Morgan Stanley IRA	
0001193805-24-000407	2554671	Class A Common Stock, par value $0.0001	F1			1970000.0				I		Kanen Wealth Management, LLC	F4
0001193805-24-000407	2554670	Class A Common Stock, par value $0.0001	F1			20237.0				D		Philotimo Fund, LP	F3
0001193805-24-000407	2554672	Class A Common Stock, par value $0.0001	F1			2479100.0				I			
0001843103-24-000007	2781720	Class B Common Stock				5833774.0				D		By GRAT	F2
0001843103-24-000007	2781725	Class B Common Stock				9483701.0				I			
0001843103-24-000007	2781723	Class B Common Stock				500000.0				I		By GRAT	F5
0001843103-24-000007	2781721	Class B Common Stock				500000.0				I		By GRAT	F3
0001843103-24-000007	2781722	Class B Common Stock				500000.0				I		By GRAT	F4
0001843103-24-000007	2781724	Class B Common Stock				500000.0				I		By Capital V LLC	F6
0001628280-24-011984	2327308	Common Stock				0.0				D			
0001415889-24-008653	2682343	Class A Common Stock				192950.0				I		See footnote	F3
0001562180-24-002846	2373466	Common Stock				58750.0	F1			D			
0001415889-24-008647	2541271	Class A Common Stock				77700.0				I		See footnote	F3
0001028918-24-000029	2746759	PPBI Common Stock				25347.0				I		By Trust	F6
0001596532-24-000109	2794237	Common Stock				12000.0				I		By Trust for Nephew	F14
0001596532-24-000109	2794238	Common Stock				12000.0				I		By Trust for Niece	F14
0001819790-24-000045	2797406	Common Stock				830106.0				I		By the Bobak Azamian Living Trust established April 16, 2018	F3
0001790340-24-000028	2515794	Class A Common Stock				476615.0				I		General Partner of PEF LLC.	
0001790340-24-000028	2515793	Class A Common Stock				392242.0				I		General Partner of PF Associates L.P.	
0001790340-24-000028	2515795	Class A Common Stock				115441.0				I		General Partner of S4K Investments LLC.	
0001845022-24-000012	2784166	Common Stock				1987084.0				I		North Bridge VenturePartners VI, L.P.	
0001845022-24-000012	2784165	Common Stock				2689172.0				I		North Bridge VenturePartners 7, L.P.	
0001127602-24-010701	2494927	Common Stock				16413.0				I		By Managed Account	F7
0001655759-24-000036	2789875	Common Stock				23093.0	F1			D			
0001655759-24-000036	2789876	Common Stock				11591.0	F2			D			
0001655759-24-000036	2789874	Common Stock				11357.0				D			
0001790340-24-000026	2709743	Class A Common Stock				894927.0				I		See Foonote	F2
0001183121-24-000002	2685085	Common Stock				25531.0				I		By Retzloff Industries, Inc.	
0001183121-24-000002	2685086	Common Stock				378240.0				I		By Retzloff Holdings, LTD.	
0001183121-24-000002	2685087	Common Stock				12598.0				I		By SF Retzloff Family Limited Partnership, LTD.	
0001104659-24-036270	2304333	Common Stock				6827679.0				I		See footnote	F5
0000902664-24-002503	2596071	Common Stock				500000.0				I		See footnotes	F7, F5, F4
0001127602-24-010695	2791387	Common Stock				490.0	F2			I		ONB Employee Stock Ownership and Savings Plan	
0001062993-24-006829	2798194	Class A Common Stock				815.0				I		Held through 401(k) plan, which information is based on a plan statement dated 2-29-2024	
0001127602-24-010690	2810913	Common Stock				13193.0	F2			I		ONB Employee Stock Ownership and Savings Plan	
0001225208-24-004333	2303314	Common Stock				1524304.0				I		By Intrepid Production Corporation	F2
0001730168-24-000029	2464443	Common Stock, $0.001 par value				55.0				I		By Child 1	
0001730168-24-000029	2464444	Common Stock, $0.001 par value				55.0				I		By Child 2	
0001730168-24-000029	2464445	Common Stock, $0.001 par value				55.0				I		By spouse as custodian for Child 3	
0001730168-24-000029	2464446	Common Stock, $0.001 par value				55.0				I		By spouse as custodian for Child 4	
0001730168-24-000029	2464442	Common Stock, $0.001 par value				72092.0				I		By Trust	
0001479290-24-000065	2610333	Common Stock				110913.0				I		See footnote	F3
0001488139-24-000050	2302900	Class A Common Stock				1100000.0				I		By trust	F1
0001488139-24-000050	2302901	Class A Common Stock				200000.0				I		By spouse	F2
0000860413-24-000032	2693620	Common Stock				10.0				I		By Spouse	
0000860413-24-000032	2693619	Common Stock				164.0				I		By 401(k)	
0000860413-24-000032	2693618	Common Stock				1376.0				I		By IRA	
0001321655-24-000040	2426369	Class A Common Stock				61479.0				D			
0000860413-24-000030	2649712	Common Stock				250.0				I		As Custodian under UTMA - 6	
0000860413-24-000030	2649711	Common Stock				500.0				I		As Custodian under UTMA - 5	
0000860413-24-000030	2649706	Common Stock				107005.0	F4			I		By IRA	
0000860413-24-000030	2649707	Common Stock				1100.0				I		As Custodian under UTMA -1	
0000860413-24-000030	2649708	Common Stock				1040.0				I		As Custodian under UTMA -2	
0000860413-24-000030	2649709	Common Stock				1040.0				I		As Custodian under UTMA -3	
0000860413-24-000030	2649710	Common Stock				760.0				I		As Custodian under UTMA - 4	
0001169445-24-000034	2326080	Common Stock				46800.0				I		By trust for benefit of reporting person, his children, and his minor child	
0001773751-24-000084	2473829	Class A Common Stock				157874.0				I		Held by Define Ventures Fund I, L.P.	F3
0000929638-24-001056	2775870	Common Stock				24000.0				D			
0001071739-24-000060	2407536	Common Stock				100.0				I		By Spouse	
0000950103-24-004038	2566107	Class A Common Stock				8622.0				I		By Reinhold D LLC	F4
0000950103-24-004038	2566108	Class A Common Stock				68935.0				I		By Olivan Reinhold Family Revocable Trust u/a/d 10/16/12	F5
0000950103-24-004038	2566106	Class A Common Stock				2999.0				I		By Olivan Reinhold D LLC	F3
0000950103-24-004038	2566105	Class A Common Stock				8622.0				I		By Olivan D LLC	F2
0001209191-24-004957	2720665	Class C Capital Stock				405.0				D		By Trust	
0001209191-24-004957	2720670	Class C Google Stock Units	F4			3382.0				D			
0001209191-24-004957	2720669	Class C Google Stock Units	F3			2600.0				D			
0001209191-24-004957	2720668	Class C Google Stock Units	F2			1340.0				D			
0001209191-24-004957	2720667	Class C Google Stock Units	F1			600.0				D			
0001209191-24-004957	2720666	Class A Common Stock				33160.0				I			
0001654954-24-003386	2813859	Common Shares				630100.0				I		By Barrington Companies Equity Partners, L.P.	F2, F3
0001809519-24-000051	2774319	Class A Common Stock				182900.0				I		By Wagner Family Trust	F1
0001127602-24-010687	2673949	Common Stock				14450.0				I		George A. Scangos and Leslie S. Wilson Family Trust	F3
0001127602-24-010680	2805926	Common Stock				826.52				I		By 401(k) Plan	
0001094792-24-000008	2751800	Common Stock				263738.0				I		By National Financial Services as Cust FBO J. McDonald RRA	
0001289889-24-000004	2517823	Common Stock				160042.0				I		Held by MDH Trust	F2
0001104659-24-036252	2616775	Common Stock				1.0				I		By Pioneer Productions	F2
0001104659-24-036252	2616776	Common Stock				6666666.0				I		By The Jon Maxwell Niermann Living Trust	F2
0001628280-24-011973	2356001	Common Stock				108598.35				I		The Dan and Allyson Family Irrevocable Trust	F2
0001538716-24-000044	2737633	Common Stock				2900.0				I		By Child 2	F4
0001538716-24-000044	2737632	Common Stock				2900.0				I		By Child 1	F4
0001839839-24-000100	2464330	Common Stock				600000.0				I		By Trust	F2
0001773704-24-000003	2483081	Common Stock				3765.0				D		By Child	F1
0001773704-24-000003	2483082	Common Stock				20.0				I			
0001839839-24-000098	2510778	Common Stock				50000.0				I		By Trust	F11
0001839839-24-000098	2510777	Common Stock				10000.0				I		By Trust	F10
0001839839-24-000098	2510776	Common Stock				10000.0				I		By Trust	F9
0001839839-24-000098	2510775	Common Stock				10000.0				I		By Trust	F9
0001839839-24-000098	2510774	Common Stock				50000.0				I		By Trust	F8
0001839839-24-000098	2510773	Common Stock				50000.0				I		By Trust	F7
0001839839-24-000098	2510779	Common Stock				10000.0				I		By Trust	F12
0001839839-24-000098	2510772	Common Stock				10000.0				I		By Trust	F6
0001839839-24-000098	2510780	Common Stock				50000.0				I		By Trust	F13
0001839839-24-000098	2510771	Common Stock				10000.0				I		By Trust	F5
0001839839-24-000098	2510770	Common Stock				10000.0				I		By Trust	F4
0001839839-24-000098	2510769	Common Stock				208866.0				I		By Trust	F3
0001839839-24-000098	2510768	Common Stock				203865.0				I		By Trust	F2
0001562180-24-002831	2716141	Common Stock				1603.0				I		By child	
0001839839-24-000096	2816989	Common Stock				439510.0				I		By Trust	F2
0001839839-24-000096	2816991	Common Stock				200000.0				I		By Trust	F4
0001839839-24-000096	2816990	Common Stock				250000.0				I		By Trust	F3
0001817358-24-000029	2461640	Common Stock				0.0				D			
0001538716-24-000040	2512547	Common Stock				272780.0				I		See footnote.	F3
0001415889-24-008630	2583742	Ordinary Shares				92567.0				I		By Trust	
0001538716-24-000038	2643717	Common Stock				233709.0				I		See footnote	F3
0001773751-24-000076	2402967	Class A Common Stock				73871.0	F3			I		Shares held by The Bard Family Trust DTD 2/20/14	
0001773751-24-000076	2402966	Class A Common Stock				152306.0				I		By Redpoint Associates VI, L.L.C.	F2
0001773751-24-000076	2402965	Class A Common Stock				4924710.0				I		By Redpoint Ventures VI, L.P.	F2
0001773751-24-000074	2412661	Class A Common Stock				1500.0				I		Held by Trustees of Richard M. Dudum Irrevocable 1 U/A dtd 10/15/1997	
0001773751-24-000074	2412660	Class A Common Stock				2874769.0				I		Held by Trustee of Dudum Family Heritage Trust UAD 8-10-2021	
0001773751-24-000074	2412659	Class A Common Stock				570398.0				I		Held by Trustee of Dudum Family Community Property Trust	
0001773751-24-000074	2412658	Class A Common Stock				1584506.0				I		Held by Trustee of AD 2023 GRAT dated 9-5-2023	
0001773751-24-000074	2412657	Class A Common Stock				1315881.0				I		Held by Trustee of AD 2022 GRAT 3	
0001773751-24-000074	2412656	Class A Common Stock				891735.0				I		Held by Trustee of AD 2022 GRAT 2 dated 9/7/2022	
0001773751-24-000074	2412655	Class A Common Stock				597335.0				I		Held by Trustee of AD 2022 GRAT	
0001773751-24-000074	2412654	Class A Common Stock				418986.0				I		Held by Trustee of AD 2021 GRAT 2 dated 11-1-2021	
0001773751-24-000074	2412653	Class A Common Stock				1675943.0				I		Held by Trustee of AD 2021 GRAT dated 11-1-2021	
0001773751-24-000074	2412652	Class A Common Stock				1599310.0				I		Held by Trustee of Andrew Dudum 2015 Trust Dated July 2, 2015	
0000950170-24-033730	2789136	Class A Common Stock				130093.0				I		Through Put Call Forever LP	
0000950170-24-033730	2789135	Class B Common Stock				553934.0				I		By Kim Family Living Trust, Surviving Spouse's Trust, Trust for Joy	
0000950170-24-033730	2789134	Class B Common Stock				553934.0				I		By Kim Family Living Trust, Surviving Spouse's Trust, Trust for Solomon	
0000950170-24-033730	2789133	Class B Common Stock				553934.0				I		By Kim Family Living Trust, Surviving Spouse's Trust, Trust for Andrea	
0000950170-24-033730	2789132	Class B Common Stock				8478543.0				I		By DJK Trust	
0000950170-24-033726	2543154	Class B Common Stock				3380115.0				I		By DKAN Family Trust, dated February 25, 2021	
0000950170-24-033726	2543155	Class A Common Stock				130093.0				I		Through Put Call Forever LP	
0000950170-24-033725	2498291	Class B Common Stock				1690058.0				I		By Manzanarez Melendez Family Trust Dated December 1, 2020	
0000950170-24-033725	2498292	Class A Common Stock				130093.0				I		Through Put Call Forever LP	
0000950170-24-033727	2476808	Class B Common Stock				1690058.0				I		By Lauren Wang Family Trust, dated March 1, 2021	
0000950170-24-033727	2476809	Class A Common Stock				130093.0				I		Through Put Call Forever LP	
0001062993-24-006826	2336264	Common Stock				817.0				I		401K Plan	
0001062993-24-006825	2737573	Common Stock				467.0				I		401K Plan	
0001062993-24-006825	2737572	Common Stock				77000.0				I		By Trust	
0001062993-24-006824	2361157	Common Stock				1981.0				I		401K Plan	
0001062993-24-006823	2751893	Common Stock				330.0				I		401K Plan	
0001062993-24-006822	2526782	Common Stock				537.0				I		401K Plan	
0001062993-24-006821	2729664	Common Stock				2977.0				I		401K Plan	
0001062993-24-006820	2768134	Common Stock				429.0				I		401K Plan	
0001660134-24-000040	2405378	Class A Common Stock				1250.0				I		By Trust	
0001742429-24-000004	2586664	Common Shares				1128264.0				I		See Footnote	F2
0000950170-24-033717	2638163	Common Stock				308039.0				D			
0001209191-24-004955	2804833	Common Shares				1698.0				I		Long Term Investment Plan	
0001209191-24-004955	2804832	Common Shares				2192.0				I		Employee Stock Purchase Plan	
0001209191-24-004954	2734776	Common Shares				2724.0				I		Employee Stock Purchase Plan	
0001209191-24-004951	2504010	Common Shares				142.0				I		Employee Stock Purchase Plan	
0001209191-24-004948	2551051	Common Stock				2569.0				I		By Axon Holdings, LLC	F3
0001212545-24-000110	2351574	Common Stock				613.0	F3			I		401K Plan	
0001209191-24-004947	2671253	Common Shares				747.0				I		Employee Stock Purchase Plan	
0001212545-24-000108	2679479	Common Stock				750.0				I		Darcy Vecchione UTMA (daughter)	
0001212545-24-000108	2679477	Common Stock				1950.0	F3			I		401K Plan	
0001212545-24-000108	2679478	Common Stock				1206.0				I		Alexander Vecchione (son)	
0001212545-24-000102	2813398	Common Stock				22797.0				I		Barbara and Ted Kennedy TTEE Kennedy Family Trust	
0001437749-24-008566	2600388	Class A Common Stock				15220.32	F7			D			
0001212545-24-000100	2426779	Common Stock				325.0				I		Alvina Boothe (spouse)	
0001857853-24-000025	2551186	Common Stock				5422908.0				I		By JK Andrus Investments, LLC	F1
0001857853-24-000025	2551185	Common Stock				3399002.0				I		By JA Cropston, LLC	F1
0001212545-24-000096	2394056	Common Stock				2075.0	F3			I		WAL 401(k)	
0000950170-24-033692	2607647	Common Stock				746.94				I		By 401(k) Plan	
0001127602-24-010676	2441577	Class A Common Stock				1202.0	F7			I			
0001127602-24-010676	2441576	Class A Common Stock				139605.0	F6			D		By wife	
0000911147-24-000031	2683872	Common Stock				125.0				I		By Spouse	
0000921895-24-000686	2765529	Common Stock, $0.01 par value per share	F1			4486.0				I		By Spouse	F11
0000921895-24-000686	2765527	Common Stock, $0.01 par value per share	F1			787097.0				I		By Percy Rockdale LLC	F9
0000921895-24-000686	2765530	Common Stock, $0.01 par value per share	F1			1810.0				D			
0000921895-24-000686	2765528	Common Stock, $0.01 par value per share	F1			1691.0				I		By MG Capital Management, Ltd.	F10
0000006281-24-000094	2659365	Comm Stock-$.16-2/3 value				55000.0				I	F3	Vincent Roche 2023 Grantor Retained Annuity Trust	
0000864749-24-000053	2542914	Common Stock				17751.16				D			
0000911147-24-000027	2579780	Common Stock				1077084.0				I			
0000911147-24-000027	2579779	Common Stock				144800.0				D		By Family Trust	
0001437749-24-008560	2601745	Class A Common Stock				12237.86	F7			D			
0000911147-24-000025	2716331	Common Stock				1200000.0				I		By Management Company	
0001437749-24-008558	2599270	Class A Common Stock				83364.5	F8, F7			D			
0001437749-24-008556	2560550	Class A Common Stock				174154.5	F8			D			
0001437749-24-008556	2560549	Class A Common Stock				6184.5				I		By 3MR Partners, L.P.	
0001437749-24-008556	2560548	Class B Common Stock				6756185.0	F7			I		By 3MR Partners, L.P.	
0001299709-24-000057	2311500	Common Stock				2587.0				I		401(k) Plan	
0001299709-24-000056	2701541	Common Stock				2440.0				I		401(k) Plan	
0001225208-24-004330	2415155	Common Stock, $0.50 par value				12361.0				I		By Rosen Family Trust	
0001299709-24-000055	2488662	Common Stock				2587.0				I		401(k) Plan	
0001299709-24-000054	2301214	Common Stock				1108.0				I		401(k) Plan	
0001299709-24-000053	2608133	Common Stock				1891.0				I		401(k) Plan	
0001299709-24-000052	2669812	Common Stock				2594.0				I		401(k) Plan	
0001299709-24-000051	2474571	Common Stock				3059.0				I		401(k) Plan	
0001447669-24-000042	2328214	Class A Common Stock				26484.0				I		See Footnote	F3
0001517413-24-000085	2703744	Class A Common Stock				840005.0				I		See Footnote	F2
0001517413-24-000085	2703745	Class A Common Stock				109686.0				I		See Footnote	F3
0001517413-24-000085	2703747	Class A Common Stock				282309.0				I		See Footnote	F5
